schema_version	candidate_id	gene	priority_tier	trait_id	source_accession	ensembl_gene_id	chromosome_candidate	start_candidate	end	chromosome_magma	start_magma	stop	n_snps	z_stat	p_value	candidate_threshold	candidate_significant	test_status	result_provenance
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0090	ID2	P2	csf_abeta42	GCST90726396	ENSG00000115738	2	8678845	8684461	2	8818975.0	8824583.0	12.0	-0.30455	0.61964	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0091	IGF1R	P3	csf_abeta42	GCST90726396	ENSG00000140443	15	98648539	98964530	15	99192200.0	99507759.0	797.0	0.071438	0.47152	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0092	IKZF4	P3	csf_abeta42	GCST90726396	ENSG00000123411	12	56007659	56038435	12	56401443.0	56432219.0	27.0	1.2252	0.11026	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0093	INTS8	P2	csf_abeta42	GCST90726396	ENSG00000164941	8	94813311	94881746	8	95825539.0	95893974.0	170.0	1.7682	0.038516	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0094	IRAK1BP1	P3	csf_abeta42	GCST90726396	ENSG00000146243	6	78867551	78946440	6	79577189.0	79656157.0	117.0	0.21611	0.41445	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0095	IRAK2	P3	csf_abeta42	GCST90726396	ENSG00000134070	3	10164919	10243745	3	10206549.0	10285427.0	233.0	0.50649	0.30626	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0096	JAKMIP3	P3	csf_abeta42	GCST90726396	ENSG00000188385	10	132036336	132184858	10	133918175.0	133998313.0	345.0	0.63909	0.26138	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0097	KATNBL1	P3	csf_abeta42	GCST90726396	ENSG00000134152	15	34140674	34210096	15	34432875.0	34502297.0	208.0	1.9304	0.02678	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0098	KTN1	P2	csf_abeta42	GCST90726396	ENSG00000126777	14	55559072	55701526	14	56025790.0	56168244.0	342.0	0.98265	0.16289	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0099	LAGE3	P1	csf_abeta42	GCST90726396	ENSG00000196976	X	154477775	154479281	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0100	LAMTOR5	P2	csf_abeta42	GCST90726396	ENSG00000134248	1	110401249	110407942	1	110943871.0	110950564.0	15.0	-0.086912	0.53463	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0101	LAPTM4A	P2	csf_abeta42	GCST90726396	ENSG00000068697	2	20032650	20051628	2	20232411.0	20251789.0	44.0	-0.57458	0.71721	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0102	LRP1B	P3	csf_abeta42	GCST90726396	ENSG00000168702	2	140231423	142131016	2	140988992.0	142889270.0	6525.0	0.96803	0.16651	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0103	LUZP2	P2	csf_abeta42	GCST90726396	ENSG00000187398	11	24496970	25082638	11	24518516.0	25104150.0	2198.0	-0.79158	0.7857	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0104	MAGEF1	P2	csf_abeta42	GCST90726396	ENSG00000177383	3	184710364	184712064	3	184428156.0	184429836.0	3.0	0.96785	0.16656	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0105	MAP1LC3A	P2	csf_abeta42	GCST90726396	ENSG00000101460	20	34546854	34560345	20	33134658.0	33148149.0	19.0	-1.3796	0.91614	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0106	MAP1LC3B	P2	csf_abeta42	GCST90726396	ENSG00000140941	16	87383953	87404779	16	87417601.0	87438385.0	61.0	2.7374	0.0030963	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0107	MAPKAPK5-AS1	P2	csf_abeta42	GCST90726396	ENSG00000234608	12	111839758	111842902	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0108	MBNL1	P2	csf_abeta42	GCST90726396	ENSG00000152601	3	152243828	152465780	3	151961617.0	152183569.0	303.0	-0.53949	0.70522	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0109	MDH1	P3	csf_abeta42	GCST90726396	ENSG00000014641	2	63588609	63607197	2	63815743.0	63834331.0	27.0	-0.32448	0.62721	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0110	MEIS2	P2	csf_abeta42	GCST90726396	ENSG00000134138	15	36889204	37101299	15	37181406.0	37393504.0	379.0	-1.2636	0.89682	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0111	METTL21A	P2	csf_abeta42	GCST90726396	ENSG00000144401	2	207580631	207625928	2	208445355.0	208490652.0	64.0	-1.1673	0.87845	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0112	MIPOL1	P1	csf_abeta42	GCST90726396	ENSG00000151338	14	37197894	37579125	14	37667118.0	38021566.0	570.0	-1.1697	0.87894	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0113	MKLN1	P3	csf_abeta42	GCST90726396	ENSG00000128585	7	131110096	131496632	7	130794855.0	131181395.0	841.0	0.5594	0.28794	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0114	MOAP1	P2	csf_abeta42	GCST90726396	ENSG00000165943	14	93182199	93184923	14	93648541.0	93651273.0	6.0	-0.70562	0.75979	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0115	MSMO1	P2	csf_abeta42	GCST90726396	ENSG00000052802	4	165327667	165343164	4	166248775.0	166264312.0	53.0	0.84582	0.19883	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0116	MT3	P2	csf_abeta42	GCST90726396	ENSG00000087250	16	56589074	56591088	16	56622986.0	56625000.0	4.0	-0.64249	0.73972	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0117	MTSS1	P3	csf_abeta42	GCST90726396	ENSG00000170873	8	124550784	124728473	8	125563031.0	125740730.0	571.0	-0.053972	0.52152	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0118	MYO18A	P2	csf_abeta42	GCST90726396	ENSG00000196535	17	29071122	29180398	17	27400528.0	27507430.0	209.0	0.53419	0.29661	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0119	MYO9A	P3	csf_abeta42	GCST90726396	ENSG00000066933	15	71822291	72118577	15	72114632.0	72410918.0	399.0	-0.25417	0.60032	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0120	NAB2	P3	csf_abeta42	GCST90726396	ENSG00000166886	12	57089043	57095476	12	57482677.0	57489259.0	10.0	-0.43542	0.66837	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0121	NAP1L5	P3	csf_abeta42	GCST90726396	ENSG00000177432	4	88695913	88697829	4	89617066.0	89619386.0	6.0	0.11099	0.45581	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0122	NCOA1	P2	csf_abeta42	GCST90726396	ENSG00000084676	2	24491254	24770702	2	24714783.0	24993571.0	526.0	0.80513	0.21037	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0123	NECAP1	P3	csf_abeta42	GCST90726396	ENSG00000089818	12	8076939	8097881	12	8234807.0	8250367.0	14.0	0.14424	0.44266	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0124	NHP2	P3	csf_abeta42	GCST90726396	ENSG00000145912	5	178149463	178153894	5	177576461.0	177580968.0	8.0	1.1663	0.12174	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0125	NOXA1	P3	csf_abeta42	GCST90726396	ENSG00000188747	9	137423350	137434406	9	140317802.0	140328858.0	25.0	1.0739	0.14143	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0126	NRBP2	P3	csf_abeta42	GCST90726396	ENSG00000185189	8	143833583	143840973	8	144915764.0	144924200.0	8.0	-1.3846	0.91691	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0127	OGA	P2	csf_abeta42	GCST90726396	ENSG00000198408	10	101784443	101818465	10	103544200.0	103578696.0	34.0	-1.7769	0.96221	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0128	OST4	P3	csf_abeta42	GCST90726396	ENSG00000228474	2	27070472	27071654	2	27293340.0	27294641.0	1.0	-0.67827	0.7512	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0129	PAPOLA	P1	csf_abeta42	GCST90726396	ENSG00000090060	14	96501433	96567116	14	96967770.0	97033448.0	95.0	2.4248	0.0076594	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0130	PCBP4	P2	csf_abeta42	GCST90726396	ENSG00000090097	3	51957454	51974016	3	51991470.0	52002426.0	5.0	-1.0663	0.85686	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0131	PDE5A	P3	csf_abeta42	GCST90726396	ENSG00000138735	4	119494397	119628804	4	120415550.0	120550146.0	341.0	-0.36734	0.64332	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0132	PDS5B	P3	csf_abeta42	GCST90726396	ENSG00000083642	13	32586452	32778019	13	33160564.0	33352157.0	329.0	1.0228	0.1532	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0133	PER3	P2	csf_abeta42	GCST90726396	ENSG00000049246	1	7784291	7845177	1	7844380.0	7905237.0	204.0	0.47838	0.31619	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0134	PGAM1	P2	csf_abeta42	GCST90726396	ENSG00000171314	10	97426191	97433444	10	99185917.0	99193198.0	7.0	-0.41523	0.66101	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0135	PGK1	P2	csf_abeta42	GCST90726396	ENSG00000102144	X	77910739	78129295	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0136	PHF11	P3	csf_abeta42	GCST90726396	ENSG00000136147	13	49495610	49528981	13	50069746.0	50103123.0	95.0	0.053929	0.4785	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0137	PHF3	P3	csf_abeta42	GCST90726396	ENSG00000118482	6	63635802	63779336	6	64345725.0	64489229.0	175.0	0.15235	0.43946	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0138	PHTF2	P3	csf_abeta42	GCST90726396	ENSG00000006576	7	77798773	77957503	7	77428122.0	77586818.0	292.0	0.35385	0.36173	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0139	PLCG2	P2	csf_abeta42	GCST90726396	ENSG00000197943	16	81779279	81962685	16	81772702.0	81991899.0	1027.0	1.7565	0.039504	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0140	POLR2K	P3	csf_abeta42	GCST90726396	ENSG00000147669	8	100150623	100154003	8	101162812.0	101166230.0	4.0	0.53073	0.2978	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0141	PPP4R4	P3	csf_abeta42	GCST90726396	ENSG00000119698	14	94146128	94279734	14	94612465.0	94746072.0	275.0	0.10216	0.45932	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0142	PRDX1	P2	csf_abeta42	GCST90726396	ENSG00000117450	1	45510914	45542732	1	45976708.0	45988719.0	33.0	-0.45473	0.67535	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0143	PSMB6	P2	csf_abeta42	GCST90726396	ENSG00000142507	17	4796144	4798502	17	4699439.0	4701790.0	9.0	-4.037	0.99997	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0144	PTGES3	P2	csf_abeta42	GCST90726396	ENSG00000110958	12	56663341	56688408	12	57057127.0	57082159.0	47.0	0.96258	0.16788	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0145	PTMA	P3	csf_abeta42	GCST90726396	ENSG00000187514	2	231706895	231713551	2	232571605.0	232578251.0	23.0	-0.025236	0.51007	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0146	RAB6B	P3	csf_abeta42	GCST90726396	ENSG00000154917	3	133824235	133895882	3	133543083.0	133614680.0	189.0	-0.81233	0.7917	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0147	RABAC1	P2	csf_abeta42	GCST90726396	ENSG00000105404	19	41956681	41959321	19	42460833.0	42463542.0	4.0	-3.1061	0.99905	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0148	RAN	P3	csf_abeta42	GCST90726396	ENSG00000132341	12	130872037	130877678	12	131356424.0	131362223.0	15.0	0.9295	0.17632	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0149	RBM22	P3	csf_abeta42	GCST90726396	ENSG00000086589	5	150690792	150701077	5	150070356.0	150080669.0	8.0	1.4926	0.067766	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0150	RFLNA	P3	csf_abeta42	GCST90726396	ENSG00000178882	12	123973241	124316024	12	124457788.0	124800570.0	879.0	0.93109	0.1759	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0151	RGS11	P3	csf_abeta42	GCST90726396	ENSG00000076344	16	268301	275980	16	318300.0	325980.0	19.0	-0.55436	0.71033	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0152	RNF7	P3	csf_abeta42	GCST90726396	ENSG00000114125	3	141738249	141747560	3	141457046.0	141466402.0	27.0	1.853	0.031938	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0153	RPL11	P2	csf_abeta42	GCST90726396	ENSG00000142676	1	23691742	23696835	1	24018269.0	24022915.0	12.0	0.91031	0.18133	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0154	RPL15	P2	csf_abeta42	GCST90726396	ENSG00000174748	3	23916591	23924374	3	23958036.0	23965183.0	11.0	-0.30851	0.62115	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0155	RPL29	P2	csf_abeta42	GCST90726396	ENSG00000162244	3	51993522	51995895	3	52027616.0	52029958.0	3.0	1.7306	0.041757	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0156	RPL35A	P3	csf_abeta42	GCST90726396	ENSG00000182899	3	197950190	197956610	3	197676858.0	197683481.0	16.0	-0.035493	0.51416	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0157	RPL36	P2	csf_abeta42	GCST90726396	ENSG00000130255	19	5674947	5691875	19	5674958.0	5691887.0	22.0	-0.0058645	0.50234	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0158	RPL36AL	P2	csf_abeta42	GCST90726396	ENSG00000165502	14	49618530	49620626	14	50085237.0	50087403.0	6.0	-1.8504	0.96787	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0159	RPL38	P2	csf_abeta42	GCST90726396	ENSG00000172809	17	74203582	74210655	17	72199721.0	72206794.0	9.0	0.74142	0.22922	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0160	RPL6	P2	csf_abeta42	GCST90726396	ENSG00000089009	12	112405189	112418838	12	112842994.0	112856642.0	10.0	-3.2657	0.99945	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0161	RPL7L1	P2	csf_abeta42	GCST90726396	ENSG00000146223	6	42879616	42889925	6	42847356.0	42857663.0	30.0	-1.0415	0.85118	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0162	RPL8	P3	csf_abeta42	GCST90726396	ENSG00000161016	8	144789765	144792587	8	146015150.0	146017972.0	5.0	-1.3771	0.91575	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0163	RPLP1	P2	csf_abeta42	GCST90726396	ENSG00000137818	15	69452814	69456205	15	69745123.0	69748255.0	6.0	-0.10733	0.54274	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0164	RPLP2	P2	csf_abeta42	GCST90726396	ENSG00000177600	11	809965	812880	11	809647.0	812880.0	4.0	0.74485	0.22818	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0165	RPS11	P3	csf_abeta42	GCST90726396	ENSG00000142534	19	49496365	49499708	19	49999622.0	50002946.0	8.0	0.92978	0.17624	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0166	RPS13	P2	csf_abeta42	GCST90726396	ENSG00000110700	11	17074388	17077715	11	17095936.0	17099334.0	6.0	-1.0496	0.85305	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0167	RPS15	P2	csf_abeta42	GCST90726396	ENSG00000115268	19	1438358	1440495	19	1438358.0	1440583.0	1.0	-1.3408	0.91	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0168	RPS25	P2	csf_abeta42	GCST90726396	ENSG00000118181	11	119015712	119018691	11	118886422.0	118889401.0	14.0	0.26182	0.39673	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0169	RPS27A	P3	csf_abeta42	GCST90726396	ENSG00000143947	2	55231903	55235853	2	55459039.0	55462989.0	8.0	-1.7655	0.96126	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0170	RPS4X	P2	csf_abeta42	GCST90726396	ENSG00000198034	X	72255679	72277248	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0171	RPS6	P3	csf_abeta42	GCST90726396	ENSG00000137154	9	19375715	19380236	9	19375713.0	19380252.0	8.0	-0.19355	0.57674	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0172	RPS7	P3	csf_abeta42	GCST90726396	ENSG00000171863	2	3575260	3580920	2	3622795.0	3628509.0	23.0	0.75508	0.2251	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
